Category ID	Active (0/1)	Name *	Parent category	Description	Meta title	Meta keywords	Meta description	URL-rewritten
1730092	1	XSR	YAMAHA	Todos los recambios YAMAHA XSR. Accesorios y repuestos para tu moto online. Aceite, pastillas de freno, kit de transmision, filtros, neumáticos, anti robos, escapes, cupulas, maletas.	YAMAHA XSR: recambios, accesorios y repuestos para tu moto.	YAMAHA XSR , motos, Aceite, pastillas freno, kit transmision, filtros, neumaticos, anti robos, escapes, cupulas, maletas, pistones, embragues, faros, bombillas, protectores, pegatinas, llantas, respuestos, recambios,cilindros	Recambios YAMAHA XSR. Compra tus accesorios y repuestos al precio más barato en nuestra tienda de moto online. Envío 24/48 horas*.	Yamaha-xsr
